onset,offset,label,type,onset_sample,offset_sample,length,path,edge_path,bird,fold
2141.0677,2141.070733,1,voc,64232031,64232121,90,spec/NB_Ch3/voc/NB_Ch3_64232031.jpg,edge/NB_Ch3/voc/NB_Ch3_64232031.jpg,NB_Ch3,0
282.913733,282.919633,1,voc,8487411,8487588,177,spec/NB_Ch3/voc/NB_Ch3_8487411.jpg,edge/NB_Ch3/voc/NB_Ch3_8487411.jpg,NB_Ch3,0
1908.6106,1908.671333,1,voc,57258318,57260139,1821,spec/NB_Ch3/voc/NB_Ch3_57258318.jpg,edge/NB_Ch3/voc/NB_Ch3_57258318.jpg,NB_Ch3,0
1889.093333,1889.101367,1,voc,56672799,56673041,242,spec/NB_Ch3/voc/NB_Ch3_56672799.jpg,edge/NB_Ch3/voc/NB_Ch3_56672799.jpg,NB_Ch3,0
193.8842,193.900033,1,voc,5816526,5817000,474,spec/NB_Ch3/voc/NB_Ch3_5816526.jpg,edge/NB_Ch3/voc/NB_Ch3_5816526.jpg,NB_Ch3,0
2704.307567,2704.325033,1,voc,81129227,81129750,523,spec/NB_Ch3/voc/NB_Ch3_81129227.jpg,edge/NB_Ch3/voc/NB_Ch3_81129227.jpg,NB_Ch3,0
231.2758,231.294767,1,voc,6938274,6938843,569,spec/NB_Ch3/voc/NB_Ch3_6938274.jpg,edge/NB_Ch3/voc/NB_Ch3_6938274.jpg,NB_Ch3,0
1379.9695,1379.9732,1,voc,41399085,41399196,111,spec/NB_Ch3/voc/NB_Ch3_41399085.jpg,edge/NB_Ch3/voc/NB_Ch3_41399085.jpg,NB_Ch3,0
2402.669133,2402.673333,1,voc,72080073,72080199,126,spec/NB_Ch3/voc/NB_Ch3_72080073.jpg,edge/NB_Ch3/voc/NB_Ch3_72080073.jpg,NB_Ch3,0
2216.1987,2216.238533,1,voc,66485961,66487155,1194,spec/NB_Ch3/voc/NB_Ch3_66485961.jpg,edge/NB_Ch3/voc/NB_Ch3_66485961.jpg,NB_Ch3,0
4819.642867,4819.645967,1,voc,144589286,144589379,93,spec/NB_Ch3/voc/NB_Ch3_144589286.jpg,edge/NB_Ch3/voc/NB_Ch3_144589286.jpg,NB_Ch3,0
2900.0835,2900.087567,1,voc,87002505,87002627,122,spec/NB_Ch3/voc/NB_Ch3_87002505.jpg,edge/NB_Ch3/voc/NB_Ch3_87002505.jpg,NB_Ch3,0
2117.213067,2117.218,1,voc,63516392,63516539,147,spec/NB_Ch3/voc/NB_Ch3_63516392.jpg,edge/NB_Ch3/voc/NB_Ch3_63516392.jpg,NB_Ch3,0
2430.269733,2430.454267,1,voc,72908091,72913628,5537,spec/NB_Ch3/voc/NB_Ch3_72908091.jpg,edge/NB_Ch3/voc/NB_Ch3_72908091.jpg,NB_Ch3,0
4992.636633,4992.641167,1,voc,149779098,149779235,137,spec/NB_Ch3/voc/NB_Ch3_149779098.jpg,edge/NB_Ch3/voc/NB_Ch3_149779098.jpg,NB_Ch3,0
2490.926667,2490.9389,1,voc,74727800,74728167,367,spec/NB_Ch3/voc/NB_Ch3_74727800.jpg,edge/NB_Ch3/voc/NB_Ch3_74727800.jpg,NB_Ch3,0
3619.9099,3619.921,1,voc,108597297,108597630,333,spec/NB_Ch3/voc/NB_Ch3_108597297.jpg,edge/NB_Ch3/voc/NB_Ch3_108597297.jpg,NB_Ch3,0
2448.453467,2448.460133,1,voc,73453604,73453803,199,spec/NB_Ch3/voc/NB_Ch3_73453604.jpg,edge/NB_Ch3/voc/NB_Ch3_73453604.jpg,NB_Ch3,0
5273.4346,5273.468167,1,voc,158203038,158204045,1007,spec/NB_Ch3/voc/NB_Ch3_158203038.jpg,edge/NB_Ch3/voc/NB_Ch3_158203038.jpg,NB_Ch3,0
745.3148,745.3178,1,voc,22359444,22359534,90,spec/NB_Ch3/voc/NB_Ch3_22359444.jpg,edge/NB_Ch3/voc/NB_Ch3_22359444.jpg,NB_Ch3,0
4213.3403,4213.345367,1,voc,126400209,126400361,152,spec/NB_Ch3/voc/NB_Ch3_126400209.jpg,edge/NB_Ch3/voc/NB_Ch3_126400209.jpg,NB_Ch3,0
2348.8265,2348.831433,1,voc,70464795,70464942,147,spec/NB_Ch3/voc/NB_Ch3_70464795.jpg,edge/NB_Ch3/voc/NB_Ch3_70464795.jpg,NB_Ch3,0
2238.913567,2238.918833,1,voc,67167407,67167564,157,spec/NB_Ch3/voc/NB_Ch3_67167407.jpg,edge/NB_Ch3/voc/NB_Ch3_67167407.jpg,NB_Ch3,0
2691.8451,2691.879267,1,voc,80755353,80756378,1025,spec/NB_Ch3/voc/NB_Ch3_80755353.jpg,edge/NB_Ch3/voc/NB_Ch3_80755353.jpg,NB_Ch3,0
5262.1866,5262.1913,1,voc,157865598,157865739,141,spec/NB_Ch3/voc/NB_Ch3_157865598.jpg,edge/NB_Ch3/voc/NB_Ch3_157865598.jpg,NB_Ch3,0
5081.703567,5081.719533,1,voc,152451107,152451585,478,spec/NB_Ch3/voc/NB_Ch3_152451107.jpg,edge/NB_Ch3/voc/NB_Ch3_152451107.jpg,NB_Ch3,0
2112.5817,2112.585133,1,voc,63377451,63377553,102,spec/NB_Ch3/voc/NB_Ch3_63377451.jpg,edge/NB_Ch3/voc/NB_Ch3_63377451.jpg,NB_Ch3,0
1155.390867,1155.423133,1,voc,34661726,34662693,967,spec/NB_Ch3/voc/NB_Ch3_34661726.jpg,edge/NB_Ch3/voc/NB_Ch3_34661726.jpg,NB_Ch3,0
1260.6995,1260.702833,1,voc,37820985,37821084,99,spec/NB_Ch3/voc/NB_Ch3_37820985.jpg,edge/NB_Ch3/voc/NB_Ch3_37820985.jpg,NB_Ch3,0
241.717233,241.7273,1,voc,7251516,7251819,303,spec/NB_Ch3/voc/NB_Ch3_7251516.jpg,edge/NB_Ch3/voc/NB_Ch3_7251516.jpg,NB_Ch3,0
3442.955433,3442.9589,1,voc,103288662,103288767,105,spec/NB_Ch3/voc/NB_Ch3_103288662.jpg,edge/NB_Ch3/voc/NB_Ch3_103288662.jpg,NB_Ch3,0
1259.978267,1259.981933,1,voc,37799348,37799457,109,spec/NB_Ch3/voc/NB_Ch3_37799348.jpg,edge/NB_Ch3/voc/NB_Ch3_37799348.jpg,NB_Ch3,0
2168.5464,2168.552433,1,voc,65056392,65056572,180,spec/NB_Ch3/voc/NB_Ch3_65056392.jpg,edge/NB_Ch3/voc/NB_Ch3_65056392.jpg,NB_Ch3,0
2226.931033,2227.035933,1,voc,66807930,66811077,3147,spec/NB_Ch3/voc/NB_Ch3_66807930.jpg,edge/NB_Ch3/voc/NB_Ch3_66807930.jpg,NB_Ch3,0
332.004967,332.009267,1,voc,9960149,9960278,129,spec/NB_Ch3/voc/NB_Ch3_9960149.jpg,edge/NB_Ch3/voc/NB_Ch3_9960149.jpg,NB_Ch3,0
3823.7762,3823.7807,1,voc,114713286,114713421,135,spec/NB_Ch3/voc/NB_Ch3_114713286.jpg,edge/NB_Ch3/voc/NB_Ch3_114713286.jpg,NB_Ch3,0
4989.080867,4989.0893,1,voc,149672426,149672679,253,spec/NB_Ch3/voc/NB_Ch3_149672426.jpg,edge/NB_Ch3/voc/NB_Ch3_149672426.jpg,NB_Ch3,0
3947.811467,3947.819367,1,voc,118434344,118434581,237,spec/NB_Ch3/voc/NB_Ch3_118434344.jpg,edge/NB_Ch3/voc/NB_Ch3_118434344.jpg,NB_Ch3,0
143.982933,143.9897,1,voc,4319487,4319691,204,spec/NB_Ch3/voc/NB_Ch3_4319487.jpg,edge/NB_Ch3/voc/NB_Ch3_4319487.jpg,NB_Ch3,0
454.5489,454.5531,1,voc,13636467,13636593,126,spec/NB_Ch3/voc/NB_Ch3_13636467.jpg,edge/NB_Ch3/voc/NB_Ch3_13636467.jpg,NB_Ch3,0
1893.784733,1893.789567,1,voc,56813541,56813687,146,spec/NB_Ch3/voc/NB_Ch3_56813541.jpg,edge/NB_Ch3/voc/NB_Ch3_56813541.jpg,NB_Ch3,0
3933.560567,3933.568367,1,voc,118006817,118007051,234,spec/NB_Ch3/voc/NB_Ch3_118006817.jpg,edge/NB_Ch3/voc/NB_Ch3_118006817.jpg,NB_Ch3,0
2612.729667,2612.741133,1,voc,78381890,78382233,343,spec/NB_Ch3/voc/NB_Ch3_78381890.jpg,edge/NB_Ch3/voc/NB_Ch3_78381890.jpg,NB_Ch3,0
5334.866667,5334.8739,1,voc,160046000,160046217,217,spec/NB_Ch3/voc/NB_Ch3_160046000.jpg,edge/NB_Ch3/voc/NB_Ch3_160046000.jpg,NB_Ch3,0
1959.2644,1959.269567,1,voc,58777932,58778087,155,spec/NB_Ch3/voc/NB_Ch3_58777932.jpg,edge/NB_Ch3/voc/NB_Ch3_58777932.jpg,NB_Ch3,0
1690.963033,1690.9678,1,voc,50728890,50729034,144,spec/NB_Ch3/voc/NB_Ch3_50728890.jpg,edge/NB_Ch3/voc/NB_Ch3_50728890.jpg,NB_Ch3,0
2427.3331,2427.3556,1,voc,72819993,72820668,675,spec/NB_Ch3/voc/NB_Ch3_72819993.jpg,edge/NB_Ch3/voc/NB_Ch3_72819993.jpg,NB_Ch3,0
5118.9906,5118.993867,1,voc,153569718,153569816,98,spec/NB_Ch3/voc/NB_Ch3_153569718.jpg,edge/NB_Ch3/voc/NB_Ch3_153569718.jpg,NB_Ch3,0
1922.4554,1922.461667,1,voc,57673662,57673850,188,spec/NB_Ch3/voc/NB_Ch3_57673662.jpg,edge/NB_Ch3/voc/NB_Ch3_57673662.jpg,NB_Ch3,0
1461.315733,1461.319333,1,voc,43839471,43839579,108,spec/NB_Ch3/voc/NB_Ch3_43839471.jpg,edge/NB_Ch3/voc/NB_Ch3_43839471.jpg,NB_Ch3,0
4210.366267,4210.370467,1,voc,126310988,126311114,126,spec/NB_Ch3/voc/NB_Ch3_126310988.jpg,edge/NB_Ch3/voc/NB_Ch3_126310988.jpg,NB_Ch3,0
2885.144633,2885.148733,1,voc,86554338,86554461,123,spec/NB_Ch3/voc/NB_Ch3_86554338.jpg,edge/NB_Ch3/voc/NB_Ch3_86554338.jpg,NB_Ch3,0
176.981667,176.990967,1,voc,5309450,5309729,279,spec/NB_Ch3/voc/NB_Ch3_5309450.jpg,edge/NB_Ch3/voc/NB_Ch3_5309450.jpg,NB_Ch3,0
2578.136633,2578.146233,1,voc,77344098,77344386,288,spec/NB_Ch3/voc/NB_Ch3_77344098.jpg,edge/NB_Ch3/voc/NB_Ch3_77344098.jpg,NB_Ch3,0
1636.031667,1636.070867,1,voc,49080950,49082126,1176,spec/NB_Ch3/voc/NB_Ch3_49080950.jpg,edge/NB_Ch3/voc/NB_Ch3_49080950.jpg,NB_Ch3,0
5190.0881,5190.091667,1,voc,155702643,155702750,107,spec/NB_Ch3/voc/NB_Ch3_155702643.jpg,edge/NB_Ch3/voc/NB_Ch3_155702643.jpg,NB_Ch3,0
2581.559167,2581.594233,1,voc,77446775,77447826,1051,spec/NB_Ch3/voc/NB_Ch3_77446775.jpg,edge/NB_Ch3/voc/NB_Ch3_77446775.jpg,NB_Ch3,0
1964.026433,1964.0432,1,voc,58920792,58921296,504,spec/NB_Ch3/voc/NB_Ch3_58920792.jpg,edge/NB_Ch3/voc/NB_Ch3_58920792.jpg,NB_Ch3,0
2235.295867,2235.3216,1,voc,67058876,67059648,772,spec/NB_Ch3/voc/NB_Ch3_67058876.jpg,edge/NB_Ch3/voc/NB_Ch3_67058876.jpg,NB_Ch3,0
2094.2775,2094.2977,1,voc,62828325,62828931,606,spec/NB_Ch3/voc/NB_Ch3_62828325.jpg,edge/NB_Ch3/voc/NB_Ch3_62828325.jpg,NB_Ch3,0
2575.015,2575.0184,1,voc,77250450,77250552,102,spec/NB_Ch3/voc/NB_Ch3_77250450.jpg,edge/NB_Ch3/voc/NB_Ch3_77250450.jpg,NB_Ch3,0
2879.8721,2879.930833,1,voc,86396163,86397924,1761,spec/NB_Ch3/voc/NB_Ch3_86396163.jpg,edge/NB_Ch3/voc/NB_Ch3_86396163.jpg,NB_Ch3,0
2557.348767,2557.352567,1,voc,76720463,76720577,114,spec/NB_Ch3/voc/NB_Ch3_76720463.jpg,edge/NB_Ch3/voc/NB_Ch3_76720463.jpg,NB_Ch3,0
4387.693467,4387.732067,1,voc,131630804,131631962,1158,spec/NB_Ch3/voc/NB_Ch3_131630804.jpg,edge/NB_Ch3/voc/NB_Ch3_131630804.jpg,NB_Ch3,0
4168.1374,4168.147867,1,voc,125044121,125044436,315,spec/NB_Ch3/voc/NB_Ch3_125044121.jpg,edge/NB_Ch3/voc/NB_Ch3_125044121.jpg,NB_Ch3,0
4728.638233,4728.680133,1,voc,141859146,141860403,1257,spec/NB_Ch3/voc/NB_Ch3_141859146.jpg,edge/NB_Ch3/voc/NB_Ch3_141859146.jpg,NB_Ch3,0
1953.6397,1953.642933,1,voc,58609191,58609287,96,spec/NB_Ch3/voc/NB_Ch3_58609191.jpg,edge/NB_Ch3/voc/NB_Ch3_58609191.jpg,NB_Ch3,0
2080.274567,2080.304967,1,voc,62408237,62409149,912,spec/NB_Ch3/voc/NB_Ch3_62408237.jpg,edge/NB_Ch3/voc/NB_Ch3_62408237.jpg,NB_Ch3,0
2122.6438,2122.648233,1,voc,63679313,63679446,133,spec/NB_Ch3/voc/NB_Ch3_63679313.jpg,edge/NB_Ch3/voc/NB_Ch3_63679313.jpg,NB_Ch3,0
3091.175133,3091.1823,1,voc,92735253,92735469,216,spec/NB_Ch3/voc/NB_Ch3_92735253.jpg,edge/NB_Ch3/voc/NB_Ch3_92735253.jpg,NB_Ch3,0
3117.1174,3117.122833,1,voc,93513522,93513684,162,spec/NB_Ch3/voc/NB_Ch3_93513522.jpg,edge/NB_Ch3/voc/NB_Ch3_93513522.jpg,NB_Ch3,0
4020.145933,4020.151,1,voc,120604377,120604530,153,spec/NB_Ch3/voc/NB_Ch3_120604377.jpg,edge/NB_Ch3/voc/NB_Ch3_120604377.jpg,NB_Ch3,0
2151.888467,2151.900433,1,voc,64556654,64557012,358,spec/NB_Ch3/voc/NB_Ch3_64556654.jpg,edge/NB_Ch3/voc/NB_Ch3_64556654.jpg,NB_Ch3,0
2490.914167,2490.917367,1,voc,74727425,74727521,96,spec/NB_Ch3/voc/NB_Ch3_74727425.jpg,edge/NB_Ch3/voc/NB_Ch3_74727425.jpg,NB_Ch3,0
2575.358533,2575.376967,1,voc,77260755,77261309,554,spec/NB_Ch3/voc/NB_Ch3_77260755.jpg,edge/NB_Ch3/voc/NB_Ch3_77260755.jpg,NB_Ch3,0
201.262633,201.2926,1,voc,6037878,6038778,900,spec/NB_Ch3/voc/NB_Ch3_6037878.jpg,edge/NB_Ch3/voc/NB_Ch3_6037878.jpg,NB_Ch3,0
1619.322733,1619.3557,1,voc,48579681,48580671,990,spec/NB_Ch3/voc/NB_Ch3_48579681.jpg,edge/NB_Ch3/voc/NB_Ch3_48579681.jpg,NB_Ch3,0
5094.812533,5094.848,1,voc,152844375,152845440,1065,spec/NB_Ch3/voc/NB_Ch3_152844375.jpg,edge/NB_Ch3/voc/NB_Ch3_152844375.jpg,NB_Ch3,0
5042.421633,5042.427467,1,voc,151272648,151272824,176,spec/NB_Ch3/voc/NB_Ch3_151272648.jpg,edge/NB_Ch3/voc/NB_Ch3_151272648.jpg,NB_Ch3,0
636.817533,636.821367,1,voc,19104525,19104641,116,spec/NB_Ch3/voc/NB_Ch3_19104525.jpg,edge/NB_Ch3/voc/NB_Ch3_19104525.jpg,NB_Ch3,0
2631.829033,2631.837167,1,voc,78954870,78955115,245,spec/NB_Ch3/voc/NB_Ch3_78954870.jpg,edge/NB_Ch3/voc/NB_Ch3_78954870.jpg,NB_Ch3,0
5151.762433,5151.769833,1,voc,154552872,154553094,222,spec/NB_Ch3/voc/NB_Ch3_154552872.jpg,edge/NB_Ch3/voc/NB_Ch3_154552872.jpg,NB_Ch3,0
5332.114,5332.117833,1,voc,159963420,159963534,114,spec/NB_Ch3/voc/NB_Ch3_159963420.jpg,edge/NB_Ch3/voc/NB_Ch3_159963420.jpg,NB_Ch3,0
4283.924733,4283.929533,1,voc,128517741,128517885,144,spec/NB_Ch3/voc/NB_Ch3_128517741.jpg,edge/NB_Ch3/voc/NB_Ch3_128517741.jpg,NB_Ch3,0
1529.444867,1529.4613,1,voc,45883346,45883839,493,spec/NB_Ch3/voc/NB_Ch3_45883346.jpg,edge/NB_Ch3/voc/NB_Ch3_45883346.jpg,NB_Ch3,0
1095.3488,1095.361667,1,voc,32860464,32860850,386,spec/NB_Ch3/voc/NB_Ch3_32860464.jpg,edge/NB_Ch3/voc/NB_Ch3_32860464.jpg,NB_Ch3,0
2101.599867,2101.664467,1,voc,63047996,63049934,1938,spec/NB_Ch3/voc/NB_Ch3_63047996.jpg,edge/NB_Ch3/voc/NB_Ch3_63047996.jpg,NB_Ch3,0
2473.3648,2473.370267,1,voc,74200944,74201108,164,spec/NB_Ch3/voc/NB_Ch3_74200944.jpg,edge/NB_Ch3/voc/NB_Ch3_74200944.jpg,NB_Ch3,0
5358.2016,5358.216433,1,voc,160746048,160746492,444,spec/NB_Ch3/voc/NB_Ch3_160746048.jpg,edge/NB_Ch3/voc/NB_Ch3_160746048.jpg,NB_Ch3,0
4849.7582,4849.762467,1,voc,145492746,145492874,128,spec/NB_Ch3/voc/NB_Ch3_145492746.jpg,edge/NB_Ch3/voc/NB_Ch3_145492746.jpg,NB_Ch3,0
171.186867,171.189967,1,voc,5135606,5135699,93,spec/NB_Ch3/voc/NB_Ch3_5135606.jpg,edge/NB_Ch3/voc/NB_Ch3_5135606.jpg,NB_Ch3,0
1954.035,1954.0794,1,voc,58621050,58622382,1332,spec/NB_Ch3/voc/NB_Ch3_58621050.jpg,edge/NB_Ch3/voc/NB_Ch3_58621050.jpg,NB_Ch3,0
1615.596567,1615.602433,1,voc,48467897,48468072,175,spec/NB_Ch3/voc/NB_Ch3_48467897.jpg,edge/NB_Ch3/voc/NB_Ch3_48467897.jpg,NB_Ch3,0
2198.366067,2198.381,1,voc,65950982,65951429,447,spec/NB_Ch3/voc/NB_Ch3_65950982.jpg,edge/NB_Ch3/voc/NB_Ch3_65950982.jpg,NB_Ch3,0
109.461533,109.476367,1,voc,3283845,3284291,446,spec/NB_Ch3/voc/NB_Ch3_3283845.jpg,edge/NB_Ch3/voc/NB_Ch3_3283845.jpg,NB_Ch3,0
2360.888467,2360.939233,1,voc,70826654,70828176,1522,spec/NB_Ch3/voc/NB_Ch3_70826654.jpg,edge/NB_Ch3/voc/NB_Ch3_70826654.jpg,NB_Ch3,0
4428.3028,4428.305967,1,voc,132849084,132849179,95,spec/NB_Ch3/voc/NB_Ch3_132849084.jpg,edge/NB_Ch3/voc/NB_Ch3_132849084.jpg,NB_Ch3,0
2632.786767,2632.791033,1,voc,78983603,78983730,127,spec/NB_Ch3/voc/NB_Ch3_78983603.jpg,edge/NB_Ch3/voc/NB_Ch3_78983603.jpg,NB_Ch3,0
2498.585133,2498.6087,1,voc,74957553,74958261,708,spec/NB_Ch3/voc/NB_Ch3_74957553.jpg,edge/NB_Ch3/voc/NB_Ch3_74957553.jpg,NB_Ch3,0
3070.322933,3070.402267,1,voc,92109687,92112068,2381,spec/NB_Ch3/voc/NB_Ch3_92109687.jpg,edge/NB_Ch3/voc/NB_Ch3_92109687.jpg,NB_Ch3,0
4079.9687,4079.974133,1,voc,122399061,122399223,162,spec/NB_Ch3/voc/NB_Ch3_122399061.jpg,edge/NB_Ch3/voc/NB_Ch3_122399061.jpg,NB_Ch3,0
1708.511567,1708.535333,1,voc,51255347,51256059,712,spec/NB_Ch3/voc/NB_Ch3_51255347.jpg,edge/NB_Ch3/voc/NB_Ch3_51255347.jpg,NB_Ch3,0
370.5488,370.5523,1,voc,11116464,11116569,105,spec/NB_Ch3/voc/NB_Ch3_11116464.jpg,edge/NB_Ch3/voc/NB_Ch3_11116464.jpg,NB_Ch3,0
807.555733,807.565933,1,voc,24226671,24226977,306,spec/NB_Ch3/voc/NB_Ch3_24226671.jpg,edge/NB_Ch3/voc/NB_Ch3_24226671.jpg,NB_Ch3,0
1089.231133,1089.2409,1,voc,32676933,32677227,294,spec/NB_Ch3/voc/NB_Ch3_32676933.jpg,edge/NB_Ch3/voc/NB_Ch3_32676933.jpg,NB_Ch3,0
898.545567,898.554,1,voc,26956367,26956620,253,spec/NB_Ch3/voc/NB_Ch3_26956367.jpg,edge/NB_Ch3/voc/NB_Ch3_26956367.jpg,NB_Ch3,0
2500.175433,2500.236233,1,voc,75005262,75007086,1824,spec/NB_Ch3/voc/NB_Ch3_75005262.jpg,edge/NB_Ch3/voc/NB_Ch3_75005262.jpg,NB_Ch3,0
2481.8351,2481.840833,1,voc,74455053,74455224,171,spec/NB_Ch3/voc/NB_Ch3_74455053.jpg,edge/NB_Ch3/voc/NB_Ch3_74455053.jpg,NB_Ch3,0
4429.2199,4429.223,1,voc,132876597,132876690,93,spec/NB_Ch3/voc/NB_Ch3_132876597.jpg,edge/NB_Ch3/voc/NB_Ch3_132876597.jpg,NB_Ch3,0
2572.057633,2572.076367,1,voc,77161728,77162291,563,spec/NB_Ch3/voc/NB_Ch3_77161728.jpg,edge/NB_Ch3/voc/NB_Ch3_77161728.jpg,NB_Ch3,0
3922.855467,3922.876333,1,voc,117685664,117686289,625,spec/NB_Ch3/voc/NB_Ch3_117685664.jpg,edge/NB_Ch3/voc/NB_Ch3_117685664.jpg,NB_Ch3,0
4710.390933,4710.411667,1,voc,141311727,141312350,623,spec/NB_Ch3/voc/NB_Ch3_141311727.jpg,edge/NB_Ch3/voc/NB_Ch3_141311727.jpg,NB_Ch3,0
1754.9029,1754.906,1,voc,52647087,52647180,93,spec/NB_Ch3/voc/NB_Ch3_52647087.jpg,edge/NB_Ch3/voc/NB_Ch3_52647087.jpg,NB_Ch3,0
1060.306667,1060.310967,1,voc,31809200,31809329,129,spec/NB_Ch3/voc/NB_Ch3_31809200.jpg,edge/NB_Ch3/voc/NB_Ch3_31809200.jpg,NB_Ch3,0
1262.766133,1262.782833,1,voc,37882983,37883484,501,spec/NB_Ch3/voc/NB_Ch3_37882983.jpg,edge/NB_Ch3/voc/NB_Ch3_37882983.jpg,NB_Ch3,0
1325.0065,1325.014267,1,voc,39750195,39750428,233,spec/NB_Ch3/voc/NB_Ch3_39750195.jpg,edge/NB_Ch3/voc/NB_Ch3_39750195.jpg,NB_Ch3,0
2189.4536,2189.456667,1,voc,65683607,65683700,93,spec/NB_Ch3/voc/NB_Ch3_65683607.jpg,edge/NB_Ch3/voc/NB_Ch3_65683607.jpg,NB_Ch3,0
1482.712433,1482.717167,1,voc,44481372,44481515,143,spec/NB_Ch3/voc/NB_Ch3_44481372.jpg,edge/NB_Ch3/voc/NB_Ch3_44481372.jpg,NB_Ch3,0
660.665167,660.669533,1,voc,19819955,19820085,130,spec/NB_Ch3/voc/NB_Ch3_19819955.jpg,edge/NB_Ch3/voc/NB_Ch3_19819955.jpg,NB_Ch3,0
2480.699633,2480.719367,1,voc,74420988,74421581,593,spec/NB_Ch3/voc/NB_Ch3_74420988.jpg,edge/NB_Ch3/voc/NB_Ch3_74420988.jpg,NB_Ch3,0
2704.327733,2704.331533,1,voc,81129831,81129945,114,spec/NB_Ch3/voc/NB_Ch3_81129831.jpg,edge/NB_Ch3/voc/NB_Ch3_81129831.jpg,NB_Ch3,0
1597.025933,1597.029933,1,voc,47910777,47910897,120,spec/NB_Ch3/voc/NB_Ch3_47910777.jpg,edge/NB_Ch3/voc/NB_Ch3_47910777.jpg,NB_Ch3,0
5338.5305,5338.5443,1,voc,160155915,160156329,414,spec/NB_Ch3/voc/NB_Ch3_160155915.jpg,edge/NB_Ch3/voc/NB_Ch3_160155915.jpg,NB_Ch3,0
1740.367533,1740.385467,1,voc,52211025,52211564,539,spec/NB_Ch3/voc/NB_Ch3_52211025.jpg,edge/NB_Ch3/voc/NB_Ch3_52211025.jpg,NB_Ch3,0
5340.970567,5340.973633,1,voc,160229117,160229208,91,spec/NB_Ch3/voc/NB_Ch3_160229117.jpg,edge/NB_Ch3/voc/NB_Ch3_160229117.jpg,NB_Ch3,0
2413.487967,2413.493433,1,voc,72404639,72404802,163,spec/NB_Ch3/voc/NB_Ch3_72404639.jpg,edge/NB_Ch3/voc/NB_Ch3_72404639.jpg,NB_Ch3,0
2504.274833,2504.298133,1,voc,75128244,75128943,699,spec/NB_Ch3/voc/NB_Ch3_75128244.jpg,edge/NB_Ch3/voc/NB_Ch3_75128244.jpg,NB_Ch3,0
3932.1159,3932.124067,1,voc,117963477,117963722,245,spec/NB_Ch3/voc/NB_Ch3_117963477.jpg,edge/NB_Ch3/voc/NB_Ch3_117963477.jpg,NB_Ch3,0
3112.423833,3112.427033,1,voc,93372714,93372810,96,spec/NB_Ch3/voc/NB_Ch3_93372714.jpg,edge/NB_Ch3/voc/NB_Ch3_93372714.jpg,NB_Ch3,0
2480.640533,2480.6449,1,voc,74419215,74419347,132,spec/NB_Ch3/voc/NB_Ch3_74419215.jpg,edge/NB_Ch3/voc/NB_Ch3_74419215.jpg,NB_Ch3,0
255.748733,255.752167,1,voc,7672461,7672565,104,spec/NB_Ch3/voc/NB_Ch3_7672461.jpg,edge/NB_Ch3/voc/NB_Ch3_7672461.jpg,NB_Ch3,0
752.1541,752.158033,1,voc,22564623,22564740,117,spec/NB_Ch3/voc/NB_Ch3_22564623.jpg,edge/NB_Ch3/voc/NB_Ch3_22564623.jpg,NB_Ch3,0
578.1372,578.144367,1,voc,17344116,17344331,215,spec/NB_Ch3/voc/NB_Ch3_17344116.jpg,edge/NB_Ch3/voc/NB_Ch3_17344116.jpg,NB_Ch3,0
1932.004967,1932.0087,1,voc,57960149,57960261,112,spec/NB_Ch3/voc/NB_Ch3_57960149.jpg,edge/NB_Ch3/voc/NB_Ch3_57960149.jpg,NB_Ch3,0
3004.514833,3004.518167,1,voc,90135444,90135545,101,spec/NB_Ch3/voc/NB_Ch3_90135444.jpg,edge/NB_Ch3/voc/NB_Ch3_90135444.jpg,NB_Ch3,0
2571.4664,2571.4715,1,voc,77143992,77144145,153,spec/NB_Ch3/voc/NB_Ch3_77143992.jpg,edge/NB_Ch3/voc/NB_Ch3_77143992.jpg,NB_Ch3,0
2613.9035,2613.9358,1,voc,78417105,78418074,969,spec/NB_Ch3/voc/NB_Ch3_78417105.jpg,edge/NB_Ch3/voc/NB_Ch3_78417105.jpg,NB_Ch3,0
4984.8882,4984.891967,1,voc,149546646,149546759,113,spec/NB_Ch3/voc/NB_Ch3_149546646.jpg,edge/NB_Ch3/voc/NB_Ch3_149546646.jpg,NB_Ch3,0
3071.5037,3071.508567,1,voc,92145111,92145257,146,spec/NB_Ch3/voc/NB_Ch3_92145111.jpg,edge/NB_Ch3/voc/NB_Ch3_92145111.jpg,NB_Ch3,0
4022.466967,4022.489433,1,voc,120674009,120674682,673,spec/NB_Ch3/voc/NB_Ch3_120674009.jpg,edge/NB_Ch3/voc/NB_Ch3_120674009.jpg,NB_Ch3,0
601.917633,601.940167,1,voc,18057528,18058205,677,spec/NB_Ch3/voc/NB_Ch3_18057528.jpg,edge/NB_Ch3/voc/NB_Ch3_18057528.jpg,NB_Ch3,0
3218.204267,3218.212733,1,voc,96546128,96546381,253,spec/NB_Ch3/voc/NB_Ch3_96546128.jpg,edge/NB_Ch3/voc/NB_Ch3_96546128.jpg,NB_Ch3,0
5051.811833,5051.8178,1,voc,151554354,151554534,180,spec/NB_Ch3/voc/NB_Ch3_151554354.jpg,edge/NB_Ch3/voc/NB_Ch3_151554354.jpg,NB_Ch3,0
1962.407633,1962.431567,1,voc,58872228,58872947,719,spec/NB_Ch3/voc/NB_Ch3_58872228.jpg,edge/NB_Ch3/voc/NB_Ch3_58872228.jpg,NB_Ch3,0
